"","Age"
"42984",60
"42985",55
"42986",23
"42987",57
"42988",48
"42989",67
"42990",25
"42991",42
"42992",33
"42993",48
"42994",46
"42995",84
"42996",58
"42997",64
"42998",46
"42999",41
"43000",45
"43001",31
"43002",61
"43003",47
"43004",25
"43005",22
"43006",64
"43007",22
"43008",33
"43009",22
"43010",22
"43011",24
"43012",74
"43013",40
"43014",46
"43015",43
"43016",30
"43017",24
"43018",70
"43019",30
"43020",23
"43021",56
"43022",29
"43023",23
"43024",23
"43025",29
"43026",53
"43027",50
"43028",54
"43029",37
"43030",23
"43031",46
"43032",60
"43033",68
"43034",35
"43035",37
"43036",23
"43037",65
"43038",30
"43039",28
"43040",82
"43041",55
"43042",63
"43043",41
"43044",47
"43045",46
"43046",69
"43047",56
"43048",29
"43049",33
"43050",51
"43051",56
"43052",62
"43053",39
"43054",89
"43055",43
"43056",28
"43057",22
"43058",45
"43059",75
"43060",33
"43061",57
"43062",60
"43063",28
"43064",41
"43065",65
"43066",39
"43067",56
"43068",38
"43069",64
"43070",60
"43071",46
"43072",52
"43073",41
"43074",64
"43075",33
"43076",27
"43077",28
"43078",36
"43079",46
"43080",54
"43081",71
"43082",45
"43083",50
"43084",51
"43085",53
"43086",34
"43087",43
"43088",47
"43089",33
"43090",37
"43091",53
"43092",44
"43093",19
"43094",26
"43095",87
"43096",85
"43097",49
"43098",48
"43099",43
"43100",47
"43101",31
"43102",80
"43103",35
"43104",52
"43105",24
"43106",72
"43107",22
"43108",60
"43109",68
"43110",49
"43111",27
"43112",43
"43113",51
"43114",46
"43115",87
"43116",69
"43117",41
"43118",32
"43119",34
"43120",56
"43121",41
"43122",72
"43123",50
"43124",37
"43125",55
"43126",57
"43127",45
"43128",40
"43129",51
"43130",31
"43131",25
"43132",75
"43133",29
"43134",23
"43135",20
"43136",37
"43137",42
"43138",34
"43139",46
"43140",33
"43141",44
"43142",40
"43143",19
"43144",20
"43145",29
"43146",58
"43147",76
"43148",47
"43149",39
"43150",30
"43151",23
"43152",30
"43153",29
"43154",36
"43155",86
"43156",23
"43157",54
"43158",43
"43159",50
"43160",55
"43161",32
"43162",45
"43163",23
"43164",35
"43165",40
"43166",40
"43167",72
"43168",61
"43169",21
"43170",19
"43171",56
"43172",35
"43173",75
"43174",45
"43175",27
"43176",48
"43177",37
"43178",31
"43179",54
"43180",73
"43181",53
"43182",45
"43183",55
"43184",41
"43185",60
"43186",75
"43187",36
"43188",26
"43189",46
"43190",49
"43191",59
"43192",33
"43193",55
"43194",49
"43195",47
"43196",48
"43197",48
"43198",55
"43199",65
"43200",53
"43201",37
"43202",36
"43203",34
"43204",32
"43205",52
"43206",55
"43207",63
"43208",41
"43209",52
"43210",21
"43211",66
"43212",39
"43213",20
"43214",36
"43215",22
"43216",20
"43217",37
"43218",45
"43219",46
"43220",27
"43221",43
"43222",77
"43223",64
"43224",19
"43225",26
"43226",79
"43227",40
"43228",44
"43229",65
"43230",50
"43231",38
"43233",31
"43234",30
"43235",34
"43236",40
"43237",26
"43238",84
"43239",74
"43240",29
"43241",32
"43242",54
"43243",22
"43244",33
"43245",29
"43246",26
"43247",74
"43248",19
"43249",69
"43250",39
"43251",74
"43252",35
"43253",45
"43254",33
"43255",63
"43256",20
"43257",25
"43258",27
"43259",36
"43260",27
"43261",21
"43262",30
"43263",75
"43264",71
"43265",55
"43266",64
"43267",28
"43268",27
"43269",57
"43270",61
"43271",31
"43272",52
"43273",82
"43274",54
"43275",30
"43276",29
"43277",40
"43278",45
"43279",34
"43280",39
"43281",78
"43282",27
"43283",32
"43284",59
"43285",40
"43286",50
"43287",37
"43288",39
"43289",54
"43290",74
"43291",22
"43292",58
"43293",32
"43294",71
"43295",83
"43296",87
"43297",77
"43298",75
"43299",35
"43300",32
"43301",32
"43302",32
"43303",19
"43304",21
"43305",53
"43306",65
"43307",33
"43308",35
"43309",52
"43310",63
"43311",53
"43312",74
"43313",76
"43314",38
"43315",30
"43316",61
"43317",53
"43318",23
"43319",52
"43320",43
"43321",48
"43322",30
"43323",67
"43324",46
"43325",45
"43326",37
"43327",27
"43328",24
"43329",31
"43330",32
"43331",72
"43332",34
"43333",25
"43334",21
"43335",26
"43336",80
"43337",68
"43338",52
"43339",49
"43340",30
"43341",29
"43342",34
"43343",77
"43344",69
"43345",60
"43346",43
"43347",40
"43348",48
"43349",67
"43350",70
"43351",58
"43352",21
"43353",28
"43354",23
"43355",61
"43356",62
"43357",47
"43358",59
"43359",67
"43360",56
"43361",50
"43362",64
"43363",52
"43364",70
"43365",59
"43366",36
"43367",59
"43368",58
"43369",30
"43370",42
"43371",21
"43372",29
"43373",43
"43374",52
"43375",33
"43376",37
"43377",31
"43378",50
"43379",35
"43380",47
"43381",46
"43382",29
"43383",22
"43384",48
"43385",29
"43386",36
"43387",59
"43388",52
"43389",51
"43390",37
"43391",37
"43392",52
"43393",62
"43394",54
"43395",49
"43396",56
"43397",66
"43398",31
"43399",56
"43400",25
"43401",85
"43402",32
"43403",86
"43404",70
"43405",33
"43406",80
"43407",85
"43408",49
"43409",67
"43410",36
"43411",24
"43412",40
"43413",34
"43414",65
"43415",25
"43416",61
"43417",56
"43418",69
"43419",18
"43420",51
"43421",72
"43422",19
"43423",53
"43424",33
"43425",46
"43426",33
"43427",49
"43428",39
"43429",77
"43430",53
"43431",25
"43432",75
"43433",40
"43434",56
"43435",47
"43436",40
"43437",61
"43438",35
"43439",45
"43440",39
"43441",57
"43442",73
"43443",45
"43444",45
"43445",48
"43446",52
"43447",67
"43448",37
"43449",40
"43450",34
"43451",71
"43452",80
"43453",39
"43454",80
"43455",37
"43456",18
"43457",83
"43458",63
"43459",39
"43460",38
"43461",26
"43462",75
"43463",66
"43464",75
"43465",71
"43466",66
"43467",23
"43468",25
"43469",47
"43470",40
"43471",25
"43472",46
"43473",46
"43474",26
"43475",36
"43476",50
"43478",54
"43479",34
"43480",22
"43481",69
"43482",21
"43483",36
"43484",48
"43485",32
"43486",40
"43487",68
"43488",38
"43489",30
"43490",26
"43491",26
"43492",38
"43493",22
"43494",44
"43495",47
"43496",31
"43497",88
"43498",56
"43499",40
"43500",64
"43501",55
"43502",49
"43503",60
"43504",52
"43505",42
"43506",65
"43507",76
"43508",53
"43509",69
"43510",70
"43511",44
"43512",61
"43513",47
"43514",34
"43515",58
"43516",23
"43517",23
"43518",36
"43519",86
"43520",85
"43521",89
"43522",25
"43523",32
"43524",21
"43525",72
"43526",48
"43527",38
"43528",37
"43529",53
"43530",63
"43531",51
"43532",56
"43533",32
"43534",47
"43535",45
"43536",45
"43537",46
"43538",62
"43539",46
"43540",57
"43541",77
"43542",46
"43543",52
"43544",31
"43545",41
"43546",46
"43547",73
"43548",76
"43549",36
"43550",23
"43551",67
"43552",56
"43553",29
"43554",51
"43555",30
"43556",40
"43557",23
"43558",73
"43559",43
"43560",30
"43561",20
"43562",44
"43563",49
"43564",67
"43565",82
"43566",25
"43567",55
"43568",80
"43569",68
"43570",30
"43571",89
"43572",74
"43573",73
"43574",26
"43575",68
"43576",47
"43577",36
"43578",69
"43579",19
"43580",42
"43581",37
"43582",35
"43583",50
"43584",38
"43585",51
"43586",43
"43587",47
"43588",43
"43589",43
"43590",46
"43591",28
"43592",49
"43593",58
"43594",33
"43595",40
"43596",56
"43597",30
"43598",21
"43599",26
"43600",28
"43601",46
"43602",43
"43603",20
"43604",58
"43605",42
"43606",73
"43607",27
"43608",28
"43609",33
"43610",43
"43611",26
"43612",42
"43613",29
"43614",34
"43615",70
"43616",72
"43617",54
"43618",43
"43619",51
"43620",77
"43621",52
"43622",21
"43623",23
"43624",28
"43625",26
"43626",22
"43627",20
"43628",22
"43629",71
"43630",41
"43631",38
"43632",24
"43633",42
"43634",65
"43635",57
"43636",45
"43637",34
"43638",37
"43639",88
"43640",40
"43641",87
"43642",36
"43643",34
"43644",25
"43645",20
"43646",24
"43647",23
"43648",24
"43649",52
"43650",52
"43651",41
"43652",19
"43653",51
"43654",32
"43655",26
"43656",24
"43657",30
"43658",35
"43659",32
"43660",28
"43661",52
"43662",58
"43663",24
"43664",75
"43665",28
"43666",41
"43667",55
"43668",69
"43669",68
"43670",51
"43671",48
"43672",61
"43673",64
"43674",38
"43675",66
"43676",25
"43677",46
"43678",27
"43679",85
"43680",67
"43681",20
"43682",68
"43683",26
"43684",30
"43685",57
"43686",64
"43687",31
"43688",44
"43689",33
"43690",36
"43691",45
"43692",22
"43693",43
"43694",22
"43695",46
"43696",85
"43697",75
"43698",46
"43699",52
"43700",43
"43701",52
"43702",53
"43703",34
"43704",33
"43705",24
"43706",22
"43707",19
"43708",26
"43709",74
"43710",58
"43711",32
"43712",40
"43713",42
"43714",48
"43715",39
"43716",27
"43717",38
"43718",29
"43719",29
"43720",67
"43721",57
"43722",20
"43723",19
"43724",55
"43725",35
"43726",26
"43727",81
"43728",73
"43729",65
"43730",68
"43731",35
"43732",30
"43733",47
"43734",58
"43735",57
"43736",29
"43737",53
"43738",48
"43739",23
"43740",36
"43741",24
"43742",61
"43743",49
"43744",55
"43745",53
"43746",33
"43747",26
"43748",63
"43749",38
"43750",30
"43751",37
"43752",49
"43753",23
"43754",59
"43755",47
"43756",31
"43757",55
"43758",74
"43759",49
"43760",40
"43761",40
"43762",42
"43763",55
"43764",48
"43765",70
"43767",57
"43768",59
"43769",38
"43770",33
"43771",53
"43772",45
"43773",41
"43774",25
"43775",26
"43776",57
"43777",57
"43778",66
"43779",39
"43780",43
"43781",30
"43782",48
"43783",45
"43784",45
"43785",32
"43786",22
"43787",33
"43788",69
"43789",43
"43790",31
"43791",31
"43792",45
"43793",79
"43794",18
"43795",55
"43796",63
"43797",63
"43798",37
"43799",31
"43800",33
"43801",37
"43802",29
"43803",33
"43804",50
"43805",39
"43806",42
"43807",35
"43808",57
"43809",57
"43810",60
"43811",74
"43812",86
"43813",28
"43814",34
"43815",60
"43816",49
"43817",52
"43818",35
"43819",33
"43820",35
"43821",37
"43822",68
"43823",47
"43824",42
"43825",56
"43826",57
"43827",62
"43828",61
"43829",56
"43830",59
"43831",19
"43832",40
"43833",55
"43834",32
"43835",46
"43836",23
"43837",50
"43838",24
"43839",52
"43840",51
"43841",50
"43842",55
"43843",21
"43844",49
"43845",61
"43846",21
"43847",28
"43848",45
"43849",61
"43850",35
"43851",32
"43852",31
"43853",32
"43854",58
"43855",33
"43856",51
"43857",33
"43858",58
"43859",25
"43860",28
"43861",33
"43862",37
"43863",29
"43864",25
"43865",50
"43867",63
"43868",46
"43869",67
"43870",55
"43871",34
"43872",34
"43873",26
"43874",31
"43875",74
"43876",62
"43877",44
"43878",35
"43879",38
"43880",69
"43881",35
"43882",59
"43883",76
"43884",62
"43885",70
"43886",69
"43888",70
"43889",79
"43890",56
"43891",47
"43892",62
"43893",56
"43894",27
"43895",30
"43896",30
"43897",64
"43898",36
"43899",27
"43900",18
"43901",64
"43902",38
"43903",49
"43904",28
"43905",24
"43906",36
"43907",41
"43908",24
"43909",28
"43910",51
"43911",20
"43912",30
"43913",56
"43914",44
"43915",38
"43916",34
"43917",21
"43918",31
"43919",23
"43920",45
"43921",55
"43922",56
"43923",23
"43924",61
"43925",36
"43926",20
"43927",26
"43928",33
"43929",28
"43930",29
"43931",57
"43932",25
"43933",64
"43934",37
"43935",26
"43936",28
"43937",41
"43938",70
"43939",57
"43940",48
"43941",40
"43942",27
"43943",43
"43944",61
"43945",43
"43946",62
"43947",64
"43948",59
"43949",39
"43950",62
"43951",49
"43952",84
"43953",44
"43954",40
"43955",39
"43956",50
"43957",44
"43958",28
"43959",24
"43960",20
"43961",22
"43962",38
"43963",69
"43964",24
"43965",54
"43966",49
"43967",32
"43968",27
"43969",25
"43970",45
"43971",18
"43972",25
"43973",22
"43974",36
"43975",19
"43976",60
"43977",25
"43978",39
"43979",28
"43980",43
"43981",56
"43982",42
"43983",46
"43984",41
"43985",35
"43986",57
"43987",53
"43988",50
"43989",76
"43990",45
"43991",66
"43992",49
"43993",67
"43994",25
"43995",70
"43996",77
"43997",46
"43998",23
"43999",39
"44000",22
"44001",46
"44002",78
"44003",46
"44004",36
"44005",53
"44006",67
"44007",41
"44008",22
"44009",63
"44010",62
"44011",56
"44012",18
"44013",36
"44014",50
"44015",48
"44016",34
"44017",40
"44018",60
"44019",26
"44020",43
"44021",52
"44022",24
"44023",31
"44024",62
"44025",36
"44026",37
"44027",37
"44028",54
"44029",24
"44030",19
"44031",35
"44032",27
"44033",49
"44034",24
"44035",50
"44036",74
"44037",41
"44038",82
"44039",47
"44040",44
"44041",36
"44042",28
"44043",33
"44044",40
"44045",41
"44046",35
"44047",41
"44048",58
"44049",81
"44050",55
"44051",37
"44052",67
"44053",46
"44054",35
"44055",76
"44056",81
"44057",57
"44058",32
"44059",42
"44060",46
"44061",48
"44062",30
"44063",51
"44064",89
"44065",38
"44066",27
"44067",47
"44068",53
"44069",49
"44070",66
"44071",68
"44072",55
"44073",32
"44074",53
"44075",44
"44076",67
"44077",44
"44078",46
"44079",38
"44080",69
"44081",61
"44082",29
"44083",40
"44084",32
"44085",37
"44086",29
"44087",43
"44088",23
"44089",50
"44090",29
"44091",48
"44092",86
"44093",38
"44094",48
"44095",62
"44096",55
"44097",39
"44098",22
"44099",43
"44100",56
"44101",38
"44102",32
"44103",49
"44104",49
"44105",72
"44106",53
"44107",59
"44108",84
"44109",60
"44110",21
"44111",23
"44112",24
"44113",55
"44114",41
"44115",29
"44116",35
"44117",35
"44118",34
"44119",36
"44120",57
"44121",21
"44122",42
"44123",53
"44124",44
"44125",28
"44126",43
"44127",68
"44128",66
"44129",28
"44130",82
"44131",57
"44132",38
"44133",45
"44134",88
"44135",52
"44136",47
"44137",34
"44138",50
"44139",44
"44140",81
"44141",66
"44142",44
"44143",67
"44144",46
"44145",56
"44146",25
"44147",41
"44148",18
"44149",59
"44150",33
"44151",25
"44152",59
"44153",22
"44154",30
"44155",38
"44156",45
"44157",89
"44158",66
"44159",35
"44160",28
"44161",45
"44162",28
"44163",33
"44164",45
"44165",40
"44166",36
"44167",45
"44168",61
"44169",73
"44170",59
"44171",67
"44172",30
"44173",56
"44174",80
"44175",45
"44176",19
"44177",43
"44178",36
"44179",61
"44180",44
"44181",80
"44182",33
"44183",19
"44184",40
"44185",34
"44186",56
"44187",45
"44188",33
"44189",26
"44190",69
"44191",48
"44192",39
"44193",32
"44194",44
"44195",21
"44196",22
"44197",63
"44198",20
"44199",21
"44200",30
"44201",45
"44202",43
"44203",43
"44204",23
"44205",57
"44206",75
"44207",22
"44208",33
"44209",27
"44210",19
"44211",20
"44212",44
"44213",33
"44214",40
"44215",20
"44216",19
"44217",76
"44218",22
"44219",40
"44220",33
"44221",24
"44222",64
"44223",47
"44224",42
"44225",19
"44226",56
"44227",44
"44228",40
"44229",62
"44230",49
"44231",34
"44232",47
"44234",23
"44235",22
"44236",27
"44237",34
"44238",38
"44239",79
"44240",47
"44241",46
"44242",31
"44243",34
"44244",25
"44245",40
"44247",33
"44248",30
"44249",57
"44250",49
"44251",44
"44252",34
"44253",31
"44254",45
"44255",31
"44256",28
"44257",34
"44258",30
"44259",19
"44260",29
"44261",33
"44262",31
"44263",28
"44264",38
"44265",30
"44266",50
"44267",24
"44268",49
"44269",38
"44270",44
"44271",45
"44272",38
"44273",79
"44274",63
"44275",33
"44276",32
"44277",27
"44278",45
"44279",28
"44280",49
"44281",62
"44282",30
"44283",59
"44284",23
"44285",44
"44286",38
"44287",28
"44288",50
"44289",33
"44290",40
"44291",26
"44292",34
"44293",24
"44294",28
"44295",48
"44296",26
"44297",64
"44298",41
"44299",37
"44300",28
"44301",57
"44302",59
"44303",64
"44304",32
"44305",40
"44306",66
"44307",28
"44308",42
"44309",41
"44310",28
"44311",50
"44312",39
"44313",37
"44314",40
"44315",44
"44316",58
"44317",29
"44318",45
"44319",66
"44320",43
"44321",36
"44322",48
"44323",41
"44324",51
"44325",50
"44326",46
"44327",54
"44328",35
"44329",38
"44330",46
"44331",25
"44332",59
"44333",45
"44334",43
"44335",51
"44336",45
"44337",40
"44338",52
"44339",34
"44340",57
"44341",48
"44342",39
"44343",31
"44344",18
"44345",26
"44346",49
"44347",71
"44348",47
"44349",53
"44350",41
"44351",56
"44352",40
"44353",74
"44354",61
"44355",22
"44356",29
"44357",52
"44358",24
"44359",31
"44360",36
"44361",20
"44362",27
"44363",49
"44364",38
"44365",18
"44366",53
"44367",50
"44368",47
"44369",25
"44370",24
"44371",39
"44372",39
"44373",44
"44374",48
"44375",32
"44376",41
"44377",46
"44378",41
"44379",54
"44380",67
"44381",26
"44382",63
"44383",85
"44384",47
"44385",26
"44386",67
"44387",63
"44388",26
"44389",57
"44390",54
"44391",75
"44392",30
"44393",30
"44394",24
"44395",30
"44396",32
"44397",40
"44398",29
"44399",38
"44400",54
"44401",53
"44402",32
"44403",56
"44404",20
"44405",49
"44406",29
"44407",40
"44408",22
"44409",25
"44410",61
"44411",65
"44412",51
"44413",47
"44414",53
"44415",26
"44416",39
"44417",52
"44418",29
"44419",66
"44420",57
"44421",65
"44422",50
"44423",85
"44424",57
"44425",58
"44426",41
"44427",43
"44428",42
"44429",34
"44430",36
"44431",50
"44432",19
"44433",57
"44434",29
"44435",22
"44436",20
"44437",20
"44438",42
"44439",55
"44440",45
"44441",35
"44442",68
"44443",58
"44444",35
"44445",46
"44446",34
"44447",89
"44448",70
"44449",60
"44450",35
"44451",63
"44452",21
"44453",61
"44454",30
"44455",67
"44456",62
"44457",33
"44458",52
"44459",60
"44460",51
"44461",46
"44462",45
"44463",45
"44464",57
"44465",23
"44466",56
"44467",34
"44468",41
"44469",44
"44470",31
"44471",44
"44472",42
"44473",60
"44474",43
"44475",55
"44476",33
"44477",44
"44478",32
"44479",42
"44480",27
"44481",46
"44482",53
"44483",34
"44484",34
"44485",41
"44486",52
"44487",29
"44488",40
"44489",29
"44490",45
"44491",52
"44492",57
"44493",28
"44494",81
"44495",48
"44496",59
"44497",78
"44498",66
"44499",36
"44500",65
"44501",60
"44502",60
"44503",44
"44504",28
"44505",44
"44506",41
"44507",34
"44508",61
"44509",28
"44510",43
"44511",51
"44512",69
"44513",31
"44514",47
"44515",26
"44516",24
"44517",39
"44518",37
"44519",25
"44520",29
"44521",39
"44522",19
"44523",25
"44524",59
"44525",41
"44526",55
"44527",32
"44528",22
"44529",48
"44530",55
"44531",74
"44532",63
"44533",43
"44534",23
"44535",25
"44536",34
"44537",58
"44538",56
"44539",62
"44540",75
"44541",46
"44542",45
"44543",63
"44544",26
"44545",62
"44546",52
"44547",73
"44548",64
"44549",87
"44550",59
"44551",78
"44552",50
"44553",50
"44554",72
"44555",53
"44556",63
"44557",72
"44558",46
"44559",34
"44560",52
"44561",39
"44562",27
"44563",64
"44564",75
"44565",21
"44566",35
"44567",35
"44568",60
"44569",36
"44570",30
"44571",38
"44572",41
"44573",69
"44574",52
"44575",31
"44576",55
"44577",47
"44578",30
"44579",86
"44580",56
"44581",40
"44582",79
"44583",33
"44584",61
"44585",26
"44586",42
"44587",46
"44588",58
"44589",68
"44590",66
"44591",66
"44592",61
"44593",75
"44594",41
"44595",25
"44596",29
"44597",44
"44598",28
"44599",57
"44600",78
"44601",65
"44602",57
"44603",69
"44604",49
"44605",44
"44606",36
"44607",54
"44608",36
"44609",57
"44610",22
"44611",21
"44612",28
"44613",60
"44614",45
"44615",47
"44616",63
"44617",64
"44618",48
"44619",63
"44620",51
"44621",40
"44622",85
"44623",64
"44624",20
"44625",50
"44626",36
"44627",44
"44628",37
"44629",40
"44630",48
"44631",58
"44632",35
"44633",31
"44634",23
"44635",35
"44636",24
"44637",51
"44638",55
"44639",29
"44640",56
"44641",40
"44642",50
"44643",48
"44644",35
"44645",35
"44646",28
"44647",50
"44648",47
"44649",61
"44650",44
"44651",56
"44652",67
"44653",73
"44654",43
"44655",30
"44656",27
"44657",25
"44658",40
"44659",25
"44660",34
"44661",26
"44662",55
"44663",25
"44664",55
"44665",23
"44666",39
"44667",34
"44668",70
"44669",37
"44670",40
"44671",48
"44672",87
"44673",74
"44674",64
"44675",52
"44676",26
"44677",51
"44678",39
"44679",52
"44680",52
"44681",38
"44682",47
"44683",73
"44684",34
"44685",32
"44686",37
"44687",74
"44688",66
"44689",35
"44690",45
"44691",47
"44692",34
"44693",25
"44694",47
"44695",32
"44696",59
"44697",19
"44698",36
"44699",65
"44700",19
"44701",29
"44702",49
"44703",56
"44704",63
"44705",51
"44706",57
"44707",32
"44708",80
"44709",33
"44710",85
"44711",84
"44712",88
"44713",28
"44714",37
"44715",78
"44716",20
"44717",25
"44718",39
"44719",44
"44720",35
"44721",34
"44722",51
"44723",36
"44724",23
"44725",19
"44726",48
"44727",56
"44728",34
"44729",70
"44730",25
"44731",64
"44732",52
"44733",46
"44734",69
"44735",32
"44736",52
"44737",38
"44738",48
"44739",77
"44740",44
"44741",41
"44742",27
"44743",33
"44744",68
"44745",21
"44746",20
"44747",38
"44748",32
"44749",27
"44750",72
"44751",34
"44752",34
"44753",38
"44754",69
"44755",45
"44756",59
"44757",82
"44758",60
"44759",60
"44760",81
"44761",83
"44762",39
"44763",49
"44764",32
"44765",81
"44766",52
"44767",51
"44768",62
"44769",24
"44770",26
"44771",42
"44772",50
"44773",35
"44774",53
"44775",42
"44776",41
"44777",33
"44778",24
"44779",27
"44780",50
"44781",32
"44782",52
"44783",23
"44784",39
"44785",41
"44786",49
"44787",42
"44788",41
"44789",89
"44790",40
"44791",52
"44792",25
"44793",37
"44794",31
"44795",75
"44796",56
"44797",27
"44798",44
"44799",36
"44800",39
"44801",68
"44802",82
"44803",66
"44804",47
"44805",44
"44806",50
"44807",49
"44808",55
"44809",33
"44810",32
"44811",55
"44812",46
"44813",54
"44814",45
"44815",58
"44816",34
"44817",56
"44818",48
"44819",57
"44820",51
"44821",36
"44822",36
"44823",74
"44824",41
"44825",46
"44826",60
"44827",22
"44828",58
"44829",34
"44830",78
"44831",42
"44832",43
"44833",49
"44834",31
"44835",54
"44836",79
"44837",85
"44838",37
"44839",72
"44840",25
"44841",67
"44842",21
"44843",43
"44844",27
"44845",36
"44846",35
"44847",89
"44848",62
"44849",81
"44850",80
"44851",53
"44852",52
"44853",27
"44854",43
"44855",38
"44856",18
"44857",36
"44858",22
"44859",56
"44860",74
"44861",38
"44862",18
"44863",62
"44864",26
"44865",47
"44866",29
"44867",65
"44868",71
"44869",81
"44870",74
"44871",51
"44872",28
"44873",31
"44874",73
"44875",60
"44876",20
"44877",21
"44878",57
"44879",38
"44880",88
"44881",42
"44882",57
"44883",32
"44884",33
"44885",23
"44886",22
"44887",63
"44888",24
"44889",46
"44890",34
"44891",18
"44892",37
"44893",37
"44894",38
"44895",36
"44896",33
"44897",46
"44898",26
"44899",47
"44900",34
"44901",37
"44902",62
"44903",58
"44904",44
"44905",40
"44906",27
"44907",34
"44908",37
"44909",50
"44910",31
"44911",41
"44912",40
"44913",54
"44914",40
"44915",24
"44916",82
"44917",46
"44918",74
"44919",36
"44920",29
"44921",40
"44922",32
"44923",44
"44924",23
"44925",27
"44926",55
"44927",18
"44928",59
"44929",39
"44930",40
"44931",81
"44932",44
"44933",46
"44934",26
"44935",20
"44936",31
"44937",78
"44938",40
"44939",25
"44940",36
"44941",57
"44942",41
"44943",45
"44944",48
"44945",46
"44946",51
"44947",27
"44948",83
"44949",44
"44950",32
"44951",22
"44952",40
"44953",37
"44954",36
"44955",28
"44956",55
"44957",46
"44958",68
"44959",31
"44960",78
"44961",56
"44962",62
"44963",48
"44964",80
"44965",74
"44966",38
"44967",58
"44968",52
"44969",18
"44970",60
"44971",38
"44972",43
"44973",70
"44974",46
"44975",38
"44976",52
"44977",36
"44978",40
"44979",25
"44980",52
"44981",43
"44982",54
"44983",54
"44984",73
"44985",48
"44986",60
"44987",27
"44988",34
"44989",30
"44990",42
"44991",44
"44992",45
"44993",27
"44994",70
"44995",43
"44996",34
"44997",32
"44998",26
"44999",52
"45000",79
"45001",31
"45002",54
"45003",60
"45004",72
"45005",62
"45006",21
"45007",63
"45008",23
"45009",36
"45010",65
"45011",41
"45012",38
"45013",21
"45014",42
"45015",44
"45016",45
"45017",34
"45018",79
"45019",35
"45020",39
"45021",25
"45022",27
"45023",20
"45024",48
"45025",47
"45026",72
"45027",21
"45028",63
"45029",67
"45030",33
"45031",62
"45032",48
"45033",41
"45034",51
"45035",35
"45036",51
"45037",41
"45038",36
"45039",55
"45040",18
"45041",48
"45042",19
"45043",27
"45044",19
"45045",67
"45046",24
"45047",28
"45048",71
"45049",42
"45050",67
"45051",48
"45052",42
"45053",44
"45054",43
"45055",80
"45056",78
"45057",31
"45058",55
"45059",42
"45060",67
"45061",67
"45062",58
"45063",38
"45064",34
"45065",47
"45066",65
"45067",52
"45068",24
"45069",53
"45070",27
"45071",30
"45072",35
"45073",55
"45074",45
"45075",54
"45076",41
"45077",24
"45078",33
"45079",27
"45080",70
"45081",27
"45082",21
"45083",49
"45084",33
"45085",29
"45086",37
"45087",57
"45088",44
"45089",20
"45090",41
"45091",31
"45092",72
"45093",24
"45094",40
"45095",20
"45096",24
"45097",54
"45098",64
"45099",58
"45100",46
"45101",40
"45102",42
"45103",45
"45104",28
"45105",75
"45106",64
"45107",31
"45108",35
"45109",65
"45110",66
"45111",30
"45112",89
"45113",24
"45114",29
"45115",19
"45116",60
"45117",28
"45118",52
"45119",34
"45120",22
"45121",72
"45122",23
"45123",55
"45124",42
"45125",78
"45126",49
"45127",27
"45128",63
"45129",50
"45130",35
"45131",28
"45132",70
"45133",67
"45134",25
"45135",43
"45136",30
"45137",65
"45138",50
"45139",52
"45140",65
"45141",81
"45142",18
"45143",28
"45144",41
"45145",38
"45146",28
"45147",77
"45148",82
"45149",23
"45150",24
"45151",72
"45152",19
"45153",29
"45154",22
"45155",61
"45156",21
"45157",20
"45158",18
"45159",21
"45160",26
"45161",49
"45162",38
"45163",19
"45164",32
"45165",61
"45166",54
"45167",66
"45168",25
"45169",26
"45170",24
"45171",30
"45172",57
"45173",23
"45174",74
"45175",39
"45176",57
"45177",24
"45178",46
"45179",57
"45180",24
"45181",34
"45182",40
"45183",57
"45184",50
"45185",38
"45186",26
"45187",68
"45188",57
"45189",52
"45190",60
"45191",43
"45192",40
"45193",70
"45194",79
"45195",57
"45196",37
"45197",56
"45198",48
"45199",73
"45200",50
"45201",56
"45202",79
"45203",21
"45204",60
"45205",21
"45206",44
"45207",68
"45208",39
"45209",44
"45210",70
"45211",34
"45212",67
"45213",52
"45214",89
"45215",55
"45216",64
"45217",75
"45218",59
"45219",62
"45220",47
"45221",32
"45222",36
"45223",80
"45224",87
"45225",45
"45226",71
"45227",57
"45228",67
"45229",21
"45230",35
"45231",58
"45232",35
"45233",22
"45234",59
"45235",38
"45236",83
"45237",25
"45238",30
"45239",73
"45240",44
"45241",59
"45242",53
"45243",68
"45244",31
"45245",32
"45246",52
"45247",63
"45248",47
"45249",47
"45250",79
"45251",86
"45252",45
"45253",82
"45254",29
"45255",23
"45256",43
"45257",30
"45258",38
"45259",50
"45260",75
"45261",44
"45262",55
"45263",36
"45264",43
"45265",26
"45266",39
"45267",34
"45268",72
"45269",50
"45270",79
"45271",28
"45272",50
"45273",20
"45274",40
"45275",51
"45276",26
"45277",29
"45278",29
"45279",51
"45280",58
"45281",64
"45282",58
"45283",26
"45284",50
"45285",81
"45286",83
"45287",65
"45288",25
"45289",45
"45290",48
"45291",28
"45292",31
"45293",27
"45294",23
"45295",71
"45296",51
"45297",57
"45298",50
"45299",31
"45300",47
"45301",52
"45302",30
"45303",37
"45304",47
"45305",18
"45306",36
"45307",69
"45308",39
"45309",67
"45310",77
"45311",60
"45312",66
"45313",31
"45314",33
"45315",38
"45316",32
"45317",40
"45318",59
"45319",25
"45320",28
"45321",44
"45322",67
