"","Age"
"16238",45
"16239",48
"16240",45
"16241",55
"16242",30
"16243",27
"16244",29
"16245",52
"16246",31
"16247",23
"16248",29
"16249",24
"16250",57
"16251",61
"16252",76
"16253",21
"16254",51
"16255",70
"16256",45
"16257",57
"16258",34
"16259",59
"16260",40
"16261",76
"16262",35
"16263",52
"16264",34
"16265",28
"16266",35
"16267",33
"16268",44
"16269",20
"16270",30
"16271",31
"16272",31
"16273",40
"16274",32
"16275",23
"16276",24
"16277",80
"16278",27
"16279",34
"16280",19
"16281",82
"16282",74
"16283",76
"16284",62
"16285",44
"16286",26
"16287",46
"16288",20
"16289",69
"16290",21
"16291",49
"16292",56
"16293",65
"16294",49
"16295",59
"16296",63
"16297",76
"16298",69
"16299",79
"16300",42
"16301",29
"16302",54
"16303",20
"16304",53
"16305",62
"16306",38
"16307",55
"16308",60
"16309",30
"16310",64
"16311",31
"16312",25
"16313",30
"16314",61
"16315",56
"16316",82
"16317",36
"16318",39
"16319",81
"16320",79
"16321",33
"16322",27
"16323",34
"16324",62
"16325",55
"16326",44
"16327",22
"16328",89
"16329",36
"16330",23
"16331",22
"16332",30
"16333",52
"16334",33
"16335",22
"16336",37
"16337",31
"16338",24
"16339",56
"16340",76
"16341",68
"16342",63
"16343",77
"16344",85
"16345",82
"16346",69
"16347",71
"16348",37
"16349",26
"16350",25
"16351",27
"16352",20
"16353",35
"16354",71
"16355",33
"16356",60
"16357",43
"16358",23
"16359",54
"16360",41
"16361",19
"16362",43
"16363",52
"16364",39
"16365",28
"16366",25
"16367",38
"16368",23
"16369",23
"16370",63
"16371",21
"16372",43
"16373",73
"16374",40
"16375",59
"16376",64
"16377",71
"16378",22
"16379",68
"16380",53
"16381",43
"16382",60
"16383",41
"16384",75
"16385",42
"16386",75
"16387",51
"16388",61
"16389",61
"16390",47
"16391",23
"16392",60
"16393",25
"16394",75
"16395",36
"16396",40
"16397",36
"16398",24
"16399",31
"16400",32
"16401",59
"16402",27
"16403",51
"16404",28
"16405",31
"16406",32
"16407",26
"16408",36
"16409",36
"16410",23
"16411",25
"16412",22
"16413",42
"16414",30
"16415",27
"16416",47
"16417",62
"16418",43
"16419",74
"16420",64
"16421",44
"16422",21
"16423",35
"16424",34
"16425",22
"16426",27
"16427",74
"16428",37
"16429",38
"16430",34
"16431",25
"16432",23
"16433",66
"16434",72
"16435",23
"16436",39
"16437",27
"16438",41
"16439",37
"16440",67
"16441",70
"16442",24
"16443",51
"16444",58
"16445",74
"16446",75
"16447",67
"16448",47
"16449",66
"16450",23
"16451",27
"16452",32
"16453",21
"16454",20
"16455",24
"16456",23
"16457",23
"16458",25
"16459",27
"16460",45
"16461",44
"16462",20
"16463",43
"16464",32
"16465",51
"16466",32
"16467",30
"16468",61
"16469",81
"16470",26
"16471",67
"16472",48
"16473",74
"16474",25
"16475",52
"16476",30
"16477",34
"16478",46
"16479",44
"16480",32
"16481",48
"16482",24
"16483",36
"16484",35
"16485",24
"16486",25
"16487",54
"16488",34
"16489",32
"16490",67
"16491",56
"16492",60
"16493",77
"16494",25
"16495",60
"16496",29
"16497",25
"16498",22
"16499",34
"16500",24
"16501",26
"16502",52
"16503",37
"16504",53
"16505",21
"16506",62
"16507",30
"16508",32
"16509",22
"16510",68
"16511",68
"16512",73
"16513",44
"16514",31
"16515",32
"16516",35
"16517",65
"16518",74
"16519",24
"16520",68
"16521",40
"16522",23
"16523",25
"16524",59
"16525",25
"16526",35
"16527",45
"16528",60
"16529",58
"16530",82
"16531",65
"16532",58
"16533",36
"16534",66
"16535",60
"16536",36
"16537",54
"16538",21
"16539",84
"16540",52
"16541",37
"16542",57
"16543",63
"16544",81
"16545",80
"16546",89
"16547",66
"16548",68
"16549",82
"16550",45
"16551",60
"16552",35
"16553",60
"16554",21
"16555",35
"16556",43
"16557",42
"16558",37
"16559",38
"16560",58
"16561",32
"16562",21
"16563",58
"16564",60
"16565",26
"16566",34
"16567",19
"16568",28
"16569",58
"16570",62
"16571",28
"16572",40
"16573",67
"16574",67
"16575",66
"16576",54
"16577",75
"16578",57
"16579",21
"16580",59
"16581",76
"16582",70
"16583",70
"16584",68
"16585",56
"16586",40
"16587",34
"16588",71
"16589",26
"16590",29
"16591",27
"16592",32
"16593",41
"16594",33
"16595",41
"16596",29
"16597",42
"16598",54
"16599",39
"16600",73
"16601",61
"16602",58
"16603",33
"16604",45
"16605",39
"16606",35
"16607",49
"16608",38
"16609",58
"16610",48
"16611",53
"16612",26
"16613",68
"16614",39
"16615",42
"16616",33
"16617",21
"16618",18
"16619",34
"16620",45
"16621",29
"16622",33
"16623",52
"16624",54
"16625",44
"16626",43
"16627",41
"16628",39
"16629",61
"16630",61
"16631",32
"16632",27
"16633",28
"16634",33
"16635",58
"16636",22
"16637",72
"16638",26
"16639",49
"16640",22
"16642",83
"16643",36
"16644",25
"16645",66
"16646",57
"16647",51
"16648",42
"16649",56
"16650",68
"16651",81
"16652",53
"16653",44
"16654",55
"16655",22
"16656",22
"16657",32
"16658",32
"16659",37
"16660",36
"16661",63
"16662",75
"16663",24
"16664",34
"16665",59
"16666",74
"16667",57
"16668",28
"16669",36
"16670",46
"16671",54
"16672",56
"16673",48
"16674",48
"16675",61
"16676",38
"16677",36
"16678",43
"16679",24
"16680",34
"16681",27
"16682",62
"16683",67
"16684",33
"16685",25
"16686",55
"16687",35
"16688",54
"16689",56
"16690",23
"16691",25
"16692",28
"16693",29
"16694",35
"16695",27
"16696",70
"16697",70
"16698",34
"16699",55
"16700",47
"16701",66
"16702",36
"16703",47
"16704",23
"16705",29
"16706",81
"16707",34
"16708",58
"16709",72
"16710",27
"16711",21
"16712",19
"16713",58
"16714",61
"16715",67
"16716",66
"16717",85
"16718",62
"16719",41
"16720",45
"16721",74
"16722",50
"16723",42
"16724",30
"16725",40
"16726",59
"16727",25
"16728",76
"16729",32
"16730",29
"16731",53
"16732",24
"16733",57
"16734",60
"16735",52
"16736",61
"16737",72
"16738",67
"16739",89
"16740",23
"16741",45
"16742",60
"16743",55
"16744",80
"16745",27
"16746",36
"16747",45
"16748",79
"16749",68
"16750",81
"16751",41
"16752",83
"16753",62
"16754",80
"16755",42
"16756",65
"16757",55
"16758",33
"16759",45
"16760",49
"16761",35
"16762",35
"16763",42
"16764",87
"16765",67
"16766",26
"16767",58
"16768",52
"16769",19
"16770",25
"16771",28
"16772",51
"16773",27
"16774",71
"16775",23
"16776",51
"16777",31
"16778",25
"16779",33
"16780",20
"16781",21
"16782",37
"16783",37
"16784",31
"16785",73
"16786",35
"16787",23
"16788",58
"16789",40
"16790",23
"16791",31
"16792",62
"16793",74
"16794",70
"16795",59
"16796",53
"16797",21
"16798",59
"16799",64
"16800",37
"16801",40
"16802",34
"16803",32
"16804",54
"16805",23
"16806",68
"16807",33
"16808",24
"16809",48
"16810",23
"16811",41
"16812",36
"16813",29
"16814",52
"16815",47
"16816",57
"16817",71
"16818",24
"16819",77
"16820",24
"16821",38
"16822",82
"16823",78
"16824",56
"16825",84
"16826",55
"16827",51
"16828",28
"16829",29
"16830",32
"16831",49
"16832",81
"16833",24
"16834",23
"16835",27
"16836",28
"16837",20
"16838",19
"16839",69
"16840",31
"16841",51
"16842",23
"16843",35
"16844",49
"16845",51
"16846",30
"16847",20
"16848",68
"16849",50
"16850",42
"16851",36
"16852",21
"16853",35
"16854",47
"16855",26
"16856",35
"16857",22
"16858",32
"16859",43
"16860",32
"16861",22
"16862",48
"16863",36
"16864",28
"16865",39
"16866",23
"16867",24
"16868",27
"16869",25
"16870",31
"16871",31
"16872",44
"16873",41
"16874",42
"16875",27
"16876",69
"16877",43
"16878",43
"16879",81
"16880",32
"16881",38
"16882",63
"16883",49
"16884",31
"16885",38
"16886",41
"16887",61
"16888",74
"16889",60
"16890",67
"16891",60
"16892",34
"16893",63
"16894",21
"16895",55
"16896",29
"16897",58
"16898",22
"16899",70
"16900",81
"16901",71
"16902",58
"16903",45
"16904",70
"16905",36
"16906",24
"16907",49
"16908",61
"16909",28
"16910",33
"16911",63
"16912",56
"16913",57
"16914",34
"16915",69
"16916",40
"16917",29
"16918",36
"16919",76
"16920",72
"16921",47
"16922",33
"16923",30
"16924",36
"16925",33
"16926",65
"16927",61
"16928",32
"16929",29
"16930",67
"16931",65
"16932",41
"16933",77
"16934",27
"16935",38
"16936",23
"16937",60
"16938",25
"16939",64
"16940",41
"16941",50
"16942",37
"16943",68
"16944",48
"16945",67
"16946",64
"16947",33
"16948",77
"16949",25
"16950",42
"16951",22
"16952",68
"16953",65
"16954",66
"16955",46
"16956",37
"16957",24
"16958",62
"16959",72
"16960",25
"16961",30
"16962",21
"16963",30
"16964",65
"16965",74
"16966",22
"16967",22
"16968",24
"16969",23
"16970",29
"16971",21
"16972",59
"16973",53
"16974",38
"16975",33
"16976",27
"16977",22
"16978",23
"16979",21
"16980",65
"16981",81
"16982",26
"16983",54
"16984",67
"16985",28
"16986",55
"16987",31
"16988",40
"16989",63
"16990",33
"16991",71
"16992",60
"16993",40
"16994",38
"16995",74
"16996",39
"16997",20
"16998",59
"16999",46
"17000",62
"17001",56
"17002",26
"17003",24
"17004",40
"17005",32
"17006",41
"17007",39
"17008",46
"17009",28
"17010",65
"17011",34
"17012",27
"17013",38
"17014",27
"17015",41
"17016",46
"17017",24
"17018",62
"17019",71
"17020",33
"17021",21
"17022",29
"17023",52
"17024",55
"17025",20
"17026",33
"17027",27
"17028",62
"17029",54
"17030",42
"17031",19
"17032",39
"17033",34
"17034",52
"17035",23
"17036",35
"17037",47
"17038",26
"17039",46
"17040",39
"17041",41
"17042",24
"17043",41
"17044",77
"17045",57
"17046",81
"17047",37
"17048",34
"17049",67
"17050",46
"17051",43
"17052",79
"17053",33
"17054",49
"17055",23
"17056",26
"17057",24
"17058",45
"17059",44
"17060",56
"17061",85
"17062",65
"17063",32
"17064",71
"17065",79
"17066",73
"17067",77
"17068",30
"17069",69
"17070",59
"17071",67
"17072",68
"17073",28
"17074",59
"17075",69
"17076",27
"17077",81
"17078",42
"17079",38
"17080",54
"17081",18
"17082",32
"17083",56
"17084",32
"17085",30
"17086",27
"17087",24
"17088",84
"17089",54
"17090",41
"17092",31
"17093",32
"17094",56
"17095",58
"17096",40
"17097",68
"17098",26
"17099",59
"17100",33
"17101",27
"17102",23
"17103",49
"17104",38
"17105",24
"17106",32
"17107",33
"17108",40
"17109",24
"17110",29
"17111",28
"17112",39
"17113",41
"17114",32
"17115",31
"17116",28
"17117",69
"17118",37
"17119",26
"17120",30
"17121",22
"17122",36
"17123",32
"17124",38
"17125",40
"17126",78
"17127",42
"17128",79
"17129",36
"17130",37
"17131",38
"17132",27
"17133",39
"17134",40
"17135",63
"17136",43
"17137",49
"17138",87
"17139",59
"17140",39
"17141",56
"17142",75
"17143",79
"17144",46
"17145",44
"17146",49
"17147",32
"17148",38
"17149",53
"17150",82
"17151",22
"17152",89
"17153",52
"17154",83
"17155",58
"17156",28
"17157",58
"17158",52
"17159",43
"17160",65
"17161",51
"17162",64
"17163",41
"17164",50
"17165",29
"17166",46
"17167",51
"17168",52
"17169",58
"17170",67
"17171",27
"17172",69
"17173",24
"17174",39
"17175",19
"17176",34
"17177",76
"17178",55
"17179",19
"17180",57
"17181",42
"17182",30
"17183",41
"17184",40
"17185",43
"17186",58
"17187",50
"17188",28
"17189",62
"17190",27
"17191",45
"17192",57
"17193",47
"17194",34
"17195",24
"17196",26
"17197",49
"17198",53
"17199",31
"17200",35
"17201",38
"17203",78
"17204",30
"17205",60
"17206",21
"17207",69
"17208",35
"17209",78
"17210",30
"17211",40
"17212",30
"17213",59
"17214",57
"17215",32
"17216",35
"17217",28
"17218",68
"17219",83
"17220",54
"17221",30
"17222",32
"17223",66
"17224",59
"17225",57
"17226",41
"17227",53
"17228",29
"17229",32
"17230",20
"17231",25
"17232",72
"17233",83
"17234",66
"17235",27
"17236",20
"17237",35
"17238",47
"17239",21
"17240",56
"17241",27
"17242",53
"17243",25
"17244",46
"17245",23
"17246",32
"17247",70
"17248",65
"17249",38
"17250",36
"17251",39
"17252",42
"17253",51
"17254",42
"17255",23
"17256",32
"17257",34
"17258",64
"17259",37
"17260",26
"17261",35
"17262",38
"17263",68
"17264",36
"17265",46
"17266",37
"17267",23
"17268",50
"17269",25
"17270",81
"17271",45
"17272",28
"17273",58
"17274",39
"17275",35
"17276",37
"17277",34
"17278",78
"17279",63
"17280",69
"17281",38
"17282",23
"17283",42
"17284",22
"17285",25
"17286",30
"17287",20
"17288",25
"17289",23
"17290",26
"17291",40
"17292",79
"17293",57
"17294",62
"17295",49
"17296",40
"17297",65
"17298",50
"17299",70
"17300",62
"17301",39
"17302",21
"17303",67
"17304",23
"17305",30
"17306",45
"17307",33
"17308",28
"17309",38
"17310",37
"17311",28
"17312",28
"17313",44
"17314",37
"17315",30
"17316",52
"17317",28
"17318",34
"17319",37
"17320",44
"17321",71
"17322",44
"17323",71
"17324",38
"17325",66
"17326",54
"17327",20
"17328",32
"17329",32
"17330",20
"17331",37
"17332",23
"17333",72
"17334",71
"17335",26
"17336",25
"17337",73
"17338",27
"17339",66
"17340",62
"17341",74
"17342",75
"17343",83
"17344",87
"17345",81
"17346",65
"17347",60
"17348",51
"17349",26
"17350",48
"17351",53
"17352",60
"17353",62
"17354",36
"17355",73
"17356",70
"17357",31
"17358",80
"17359",73
"17360",55
"17361",63
"17362",37
"17363",89
"17364",55
"17365",32
"17366",67
"17367",64
"17368",27
"17369",71
"17370",43
"17371",38
"17372",65
"17373",65
"17374",64
"17375",29
"17376",50
"17377",52
"17378",48
"17379",51
"17380",33
"17381",60
"17382",69
"17383",51
"17384",51
"17385",30
"17386",55
"17387",37
"17388",70
"17389",20
"17390",36
"17391",32
"17392",48
"17393",67
"17394",36
"17395",62
"17396",56
"17397",67
"17398",40
"17399",39
"17400",65
"17401",58
"17402",64
"17403",87
"17404",48
"17405",43
"17406",53
"17407",45
"17408",31
"17409",27
"17410",40
"17411",25
"17412",61
"17413",64
"17414",71
"17415",67
"17416",63
"17417",72
"17418",27
"17419",33
"17420",31
"17421",21
"17422",67
"17423",58
"17424",44
"17425",48
"17426",53
"17427",56
"17428",57
"17429",53
"17430",59
"17431",84
"17432",76
"17433",51
"17434",69
"17435",73
"17436",27
"17437",55
"17438",85
"17439",22
"17440",74
"17441",34
"17442",72
"17443",70
"17444",28
"17445",28
"17446",27
"17447",40
"17448",62
"17449",68
"17450",37
"17451",27
"17452",36
"17453",23
"17454",60
"17455",32
"17456",85
"17457",70
"17458",72
"17459",58
"17460",29
"17461",63
"17463",31
"17464",31
"17465",64
"17466",48
"17467",38
"17468",44
"17469",39
"17470",25
"17471",42
"17472",27
"17473",30
"17474",46
"17475",78
"17476",63
"17477",24
"17478",64
"17479",66
"17480",35
"17481",37
"17482",46
"17483",86
"17484",62
"17485",31
"17486",20
"17487",42
"17488",60
"17489",21
"17490",45
"17491",36
"17492",63
"17493",31
"17494",39
"17495",20
"17496",34
"17497",36
"17498",67
"17499",22
"17500",21
"17501",48
"17502",19
"17503",63
"17504",27
"17505",42
"17506",44
"17507",30
"17508",33
"17509",75
"17510",65
"17511",22
"17512",26
"17513",49
"17514",63
"17515",55
"17516",48
"17517",32
"17518",38
"17519",25
"17520",50
"17521",51
"17522",38
"17523",75
"17524",32
"17525",26
"17526",43
"17527",41
"17528",64
"17529",23
"17530",29
"17531",26
"17532",31
"17533",37
"17534",32
"17535",83
"17536",35
"17537",27
"17538",37
"17539",42
"17540",46
"17541",32
"17542",43
"17543",72
"17544",80
"17545",23
"17546",82
"17547",40
"17548",26
"17549",43
"17550",43
"17551",27
"17552",63
"17553",28
"17554",67
"17555",45
"17556",50
"17557",62
"17559",36
"17560",42
"17561",85
"17562",62
"17563",38
"17564",63
"17565",37
"17566",67
"17567",82
"17568",58
"17569",25
"17570",81
"17571",37
"17572",32
"17573",56
"17574",49
"17575",60
"17576",58
"17577",61
"17578",73
"17579",56
"17580",35
"17581",23
"17582",51
"17583",33
"17584",59
"17585",27
"17586",62
"17587",34
"17588",29
"17589",43
"17590",54
"17591",45
"17592",35
"17593",21
"17594",23
"17595",55
"17596",35
"17597",46
"17598",30
"17599",48
"17600",30
"17601",34
"17602",28
"17603",29
"17604",34
"17605",41
"17606",20
"17607",44
"17608",80
"17609",47
"17610",19
"17611",31
"17612",77
"17613",51
"17614",32
"17616",49
"17617",61
"17618",70
"17619",39
"17620",39
"17621",83
"17622",62
"17623",38
"17624",34
"17625",50
"17626",50
"17627",27
"17628",41
"17629",71
"17630",70
"17631",28
"17632",33
"17633",37
"17634",29
"17635",47
"17636",27
"17637",26
"17638",26
"17639",30
"17640",24
"17641",44
"17642",53
"17643",22
"17644",42
"17645",46
"17646",20
"17647",27
"17648",36
"17649",36
"17650",19
"17651",34
"17652",20
"17653",20
"17654",59
"17655",29
"17656",31
"17657",82
"17658",74
"17659",68
"17660",85
"17661",61
"17662",57
"17663",30
"17664",38
"17665",36
"17666",30
"17667",32
"17668",54
"17669",46
"17670",40
"17671",22
"17672",63
"17673",72
"17674",64
"17675",29
"17676",64
"17677",65
"17678",76
"17679",29
"17680",25
"17681",31
"17682",19
"17683",55
"17684",45
"17685",32
"17686",33
"17687",59
"17688",84
"17689",65
"17690",58
"17691",51
"17692",68
"17693",40
"17694",46
"17695",24
"17696",26
"17697",51
"17698",55
"17699",44
"17700",34
"17701",58
"17702",76
"17703",51
"17704",76
"17705",71
"17706",32
"17707",56
"17708",65
"17709",32
"17710",40
"17711",43
"17712",34
"17713",66
"17714",73
"17715",29
"17716",46
"17717",73
"17718",80
"17719",69
"17720",32
"17721",39
"17722",41
"17723",27
"17724",21
"17725",30
"17726",32
"17727",48
"17728",32
"17729",66
"17730",49
"17731",21
"17732",26
"17733",30
"17734",62
"17735",20
"17736",31
"17737",27
"17738",28
"17739",27
"17740",26
"17741",34
"17742",82
"17743",81
"17744",24
"17745",24
"17746",20
"17747",22
"17748",50
"17749",59
"17750",63
"17751",62
"17752",47
"17753",42
"17754",64
"17755",51
"17756",51
"17757",20
"17758",21
"17759",27
"17760",46
"17761",28
"17762",25
"17763",25
"17764",25
"17765",62
"17766",31
"17767",75
"17768",21
"17769",30
"17770",31
"17771",33
"17772",27
"17773",29
"17774",22
"17775",78
"17776",53
"17777",63
"17778",63
"17779",66
"17780",56
"17781",70
"17782",52
"17783",57
"17784",51
"17785",81
"17786",78
"17787",60
"17788",51
"17789",66
"17790",40
"17791",25
"17792",46
"17793",56
"17794",64
"17795",51
"17796",32
"17797",29
"17798",29
"17799",61
"17800",74
"17801",26
"17802",54
"17803",28
"17804",58
"17805",35
"17806",50
"17807",50
"17808",46
"17809",66
"17810",63
"17811",76
"17812",24
"17813",28
"17814",39
"17815",48
"17816",34
"17817",34
"17818",31
"17819",37
"17820",31
"17821",40
"17822",19
"17823",51
"17824",38
"17825",61
"17826",21
"17827",68
"17828",50
"17829",44
"17830",56
"17831",69
"17832",23
"17833",41
"17834",26
"17835",31
"17836",40
"17837",56
"17838",28
"17839",46
"17840",41
"17841",67
"17842",39
"17843",63
"17844",42
"17845",70
"17846",70
"17847",41
"17848",55
"17849",75
"17850",48
"17851",60
"17852",60
"17853",64
"17854",29
"17855",42
"17856",54
"17857",37
"17858",24
"17859",32
"17860",33
"17861",63
"17862",36
"17863",29
"17864",27
"17865",27
"17866",29
"17867",33
"17868",23
"17869",28
"17870",25
"17871",35
"17872",29
"17873",21
"17874",20
"17875",37
"17876",54
"17877",47
"17878",30
"17879",49
"17880",28
"17881",22
"17882",25
"17883",74
"17884",37
"17885",40
"17886",36
"17887",25
"17888",38
"17889",28
"17890",41
"17891",34
"17892",24
"17893",21
"17894",25
"17895",25
"17896",48
"17897",26
"17898",30
"17899",37
"17900",54
"17901",63
"17902",46
"17903",35
"17904",47
"17905",38
"17906",39
"17907",78
"17908",50
"17909",53
"17910",66
"17911",76
"17912",75
"17913",46
"17914",20
"17915",38
"17916",43
"17917",67
"17918",21
"17919",46
"17920",53
"17921",33
"17922",80
"17923",32
"17924",22
"17925",63
"17926",33
"17927",30
"17928",46
"17929",35
"17930",43
"17931",32
"17932",35
"17933",27
"17934",50
"17935",81
"17936",60
"17937",59
"17938",25
"17939",49
"17940",26
"17941",58
"17942",32
"17943",35
"17944",69
"17945",62
"17946",44
"17947",31
"17948",22
"17949",65
"17950",64
"17951",81
"17952",84
"17953",38
"17954",51
"17955",43
"17956",18
"17957",26
"17958",56
"17959",39
"17960",19
"17961",58
"17962",81
"17963",36
"17964",49
"17965",45
"17966",33
"17967",63
"17968",47
"17969",70
"17970",69
"17971",61
"17972",74
"17973",26
"17974",28
"17975",69
"17976",28
"17977",37
"17978",54
"17979",54
"17980",55
"17981",32
"17982",63
"17983",57
"17984",59
"17985",35
"17986",67
"17987",38
"17988",28
"17989",21
"17990",30
"17991",26
"17992",68
"17993",63
"17994",33
"17995",23
"17996",27
"17997",75
"17998",38
"17999",36
"18000",51
"18001",67
"18002",20
"18003",67
"18004",54
"18005",58
"18006",44
"18007",46
"18008",53
"18009",76
"18010",78
"18011",39
"18012",24
"18013",25
"18014",24
"18015",22
"18016",21
"18017",30
"18018",27
"18019",25
"18020",28
"18021",48
"18022",29
"18023",28
"18024",20
"18025",60
"18027",27
"18028",25
"18029",32
"18030",34
"18031",52
"18032",27
"18033",32
"18034",25
"18035",26
"18036",68
"18037",26
"18038",32
"18039",34
"18040",77
"18041",62
"18042",27
"18043",67
"18044",26
"18045",37
"18046",57
"18047",42
"18048",79
"18049",28
"18050",33
"18051",25
"18052",34
"18053",29
"18054",54
"18055",79
"18056",59
"18057",52
"18058",36
"18059",51
"18060",49
"18061",54
"18062",40
"18063",34
"18064",45
"18065",23
"18066",87
"18067",78
"18068",33
"18069",52
"18070",65
"18071",32
"18072",23
"18073",74
"18074",80
"18075",51
"18076",40
"18077",59
"18078",33
"18079",32
"18080",62
"18081",38
"18082",59
"18083",67
"18084",48
"18085",65
"18086",56
"18087",61
"18088",60
"18089",25
"18090",40
"18091",72
"18092",34
"18093",20
"18094",58
"18095",22
"18096",46
"18097",75
"18098",77
"18099",70
"18100",87
"18101",70
"18102",71
"18103",64
"18104",37
"18105",32
"18106",49
"18107",51
"18108",43
"18109",38
"18110",46
"18111",29
"18112",53
"18113",31
"18114",33
"18115",25
"18116",41
"18117",24
"18118",50
"18119",43
"18120",47
"18121",46
"18122",61
"18123",35
"18124",41
"18125",33
"18126",44
"18127",89
"18128",65
"18129",19
"18130",78
"18131",58
"18132",62
"18133",36
"18134",35
"18135",43
"18136",45
"18137",51
"18138",57
"18139",61
"18140",48
"18141",24
"18142",30
"18143",34
"18144",22
"18145",25
"18146",33
"18147",36
"18148",25
"18149",25
"18150",21
"18151",25
"18152",58
"18153",39
"18154",36
"18155",19
"18156",40
"18157",40
"18158",18
"18159",70
"18160",32
"18161",36
"18162",44
"18163",28
"18164",61
"18165",26
"18166",32
"18167",45
"18168",63
"18169",61
"18170",28
"18171",56
"18172",66
"18173",57
"18174",65
"18175",52
"18176",58
"18177",61
"18178",33
"18179",26
"18180",32
"18181",58
"18182",39
"18183",60
"18184",45
"18185",18
"18186",58
"18187",25
"18188",23
"18189",39
"18190",26
"18191",23
"18192",53
"18193",33
"18194",56
"18195",19
"18196",63
"18197",31
"18198",82
"18199",57
"18200",26
"18201",20
"18202",28
"18203",51
"18204",43
"18205",33
"18206",57
"18207",27
"18208",52
"18209",65
"18210",19
"18211",49
"18212",26
"18213",67
"18214",59
"18215",58
"18216",70
"18217",70
"18218",77
"18219",60
"18220",50
"18221",51
"18222",53
"18223",77
"18224",30
"18225",35
"18226",61
"18227",49
"18228",59
"18229",42
"18230",51
"18231",59
"18232",26
"18233",57
"18234",36
"18235",89
"18236",41
"18237",29
"18238",87
"18239",20
"18240",33
"18241",20
"18242",69
"18243",28
"18244",37
"18245",34
"18246",26
"18247",41
"18248",28
"18249",71
"18250",61
"18251",29
"18252",55
"18253",29
"18254",49
"18255",25
"18256",39
"18257",78
"18258",68
"18259",45
"18260",38
"18261",57
"18262",57
"18263",70
"18264",45
"18265",27
"18266",68
"18267",76
"18268",20
"18269",81
"18270",51
"18271",77
"18272",25
"18273",56
"18274",71
"18275",83
"18276",48
"18277",24
"18278",60
"18279",56
"18280",39
"18281",58
"18282",67
"18283",56
"18284",53
"18285",67
"18286",49
"18287",63
"18288",34
"18289",35
"18290",65
"18291",40
"18292",22
"18293",74
"18294",57
"18295",27
"18296",73
"18297",56
"18298",37
"18299",61
"18300",41
"18301",65
"18302",62
"18303",47
"18304",31
"18305",52
"18306",19
"18307",26
"18308",75
"18309",84
"18310",43
"18311",23
"18312",44
"18313",51
"18314",25
"18315",23
"18316",38
"18317",35
"18318",49
"18319",71
"18320",23
"18321",42
"18322",39
"18323",59
"18324",68
"18325",30
"18326",60
"18327",60
"18328",85
"18329",22
"18331",21
"18332",27
"18333",59
"18334",75
"18335",74
"18336",62
"18337",42
"18338",55
"18339",32
"18340",27
"18341",61
"18342",87
"18343",73
"18344",74
"18345",47
"18346",77
"18347",27
"18348",62
"18349",45
"18350",59
"18351",76
"18352",81
"18353",30
"18354",60
"18355",75
"18356",24
"18357",33
"18358",24
"18359",72
"18360",71
"18361",52
"18362",69
"18363",40
"18364",38
"18365",22
"18366",53
"18367",35
"18368",41
"18369",30
"18370",30
"18371",68
"18372",72
"18373",35
"18374",34
"18375",69
"18376",50
"18377",56
"18378",35
"18379",71
"18380",24
"18381",72
"18382",39
"18383",20
"18384",63
"18385",75
"18386",36
"18387",73
"18388",58
"18389",67
"18390",69
"18391",35
"18392",44
"18393",59
"18394",34
"18395",23
"18396",20
"18397",65
"18398",42
"18399",35
"18400",71
"18401",70
"18402",65
"18403",61
"18404",73
"18405",69
"18406",71
"18407",41
"18408",67
"18409",79
"18410",20
"18411",21
"18412",60
"18413",22
"18414",22
"18415",22
"18416",27
"18417",69
"18418",56
"18419",36
"18420",44
"18421",77
"18422",70
"18423",52
"18424",66
"18425",19
"18426",72
"18427",50
"18428",62
"18429",30
"18430",25
"18431",35
"18432",49
"18433",79
"18434",80
"18435",49
"18436",27
"18437",65
"18438",66
"18439",77
"18440",84
"18441",85
"18442",64
"18443",33
"18444",41
"18445",47
"18446",31
"18447",39
"18448",43
"18449",43
"18450",48
"18451",51
"18452",20
"18453",38
"18454",61
"18455",81
"18456",59
"18457",28
"18458",27
"18459",74
"18460",42
"18461",32
"18462",39
"18463",70
"18464",37
"18465",34
"18466",35
"18467",66
"18468",54
"18469",35
"18470",47
"18471",23
"18472",32
"18473",43
"18474",19
"18475",40
"18476",38
"18477",23
"18478",22
"18479",37
"18480",33
"18481",21
"18482",23
"18483",23
"18484",21
"18485",22
"18486",26
"18487",41
"18488",27
"18489",31
"18490",20
"18491",80
"18492",56
"18493",61
"18494",51
"18495",31
"18496",47
"18497",40
"18498",37
"18499",42
"18500",28
"18501",65
"18502",37
"18503",58
"18504",37
"18505",36
"18506",59
"18507",26
"18508",58
"18509",35
"18510",68
"18511",70
"18512",31
"18513",34
"18514",31
"18515",28
"18516",54
"18517",33
"18518",46
"18519",77
"18520",44
"18521",69
"18522",57
"18523",89
"18524",51
"18525",47
"18526",54
"18527",53
"18528",24
"18529",57
"18530",69
"18531",25
"18532",41
"18533",53
"18534",59
"18535",50
"18536",36
"18537",54
"18538",39
"18539",29
"18540",33
"18541",54
"18542",41
"18543",21
"18544",21
"18545",21
"18546",25
"18547",22
"18548",23
"18549",36
"18550",23
"18551",23
"18552",24
"18553",23
"18554",25
"18555",27
"18556",39
"18557",50
"18558",49
"18559",66
"18560",42
"18561",20
"18562",30
"18563",25
"18564",30
"18565",40
"18566",31
"18567",36
"18568",29
"18569",30
"18570",39
"18571",34
"18572",41
"18573",47
"18574",58
"18575",37
"18576",36
"18577",40
