"","Family_Income","Degree"
"42869",8756,"Lt High School"
"42870",18241,"Junior College"
"42871",53507,"High School"
"42872",53507,"High School"
"42873",31618,"Bachelor"
"42874",36482,"Junior College"
"42875",31618,"High School"
"42876",26754,"High School"
"42877",23105,"High School"
"42878",23105,"High School"
"42879",53507,"Junior College"
"42880",13377,"Bachelor"
"42881",36482,"High School"
"42882",53507,"High School"
"42883",53507,"Bachelor"
"42884",160197,"Graduate"
"42885",80261,"High School"
"42886",31618,"High School"
"42887",10945,"High School"
"42888",43779,"High School"
"42889",43779,"Junior College"
"42890",31618,"Bachelor"
"42891",43779,"High School"
"42892",53507,"Graduate"
"42893",31618,"High School"
"42894",36482,"High School"
"42895",53507,"High School"
"42896",65668,"Graduate"
"42897",26754,"High School"
"42898",10945,"High School"
"42899",20673,"High School"
"42900",53507,"Junior College"
"42901",18241,"Bachelor"
"42902",43779,"High School"
"42903",36482,"Lt High School"
"42904",160197,"Bachelor"
"42905",1946,"Junior College"
"42906",97286,"High School"
"42907",53507,"High School"
"42909",65668,"Graduate"
"42910",97286,"High School"
"42911",80261,"Graduate"
"42912",43779,"High School"
"42913",97286,"High School"
"42914",65668,"High School"
"42916",43779,"High School"
"42917",43779,"High School"
"42919",13377,"High School"
"42920",97286,"Graduate"
"42921",15809,"High School"
"42923",53507,"High School"
"42924",18241,"Lt High School"
"42925",31618,"Lt High School"
"42926",7296,"High School"
"42928",53507,"Bachelor"
"42929",8756,"High School"
"42930",97286,"Junior College"
"42931",26754,"High School"
"42932",53507,"High School"
"42933",65668,"High School"
"42934",7296,"Lt High School"
"42935",15809,"High School"
"42936",3405,"Lt High School"
"42937",4378,"High School"
"42938",1946,"High School"
"42939",43779,"High School"
"42940",36482,"High School"
"42941",26754,"High School"
"42942",43779,"High School"
"42943",43779,"Junior College"
"42944",31618,"High School"
"42945",36482,"Bachelor"
"42946",80261,"Lt High School"
"42947",80261,"High School"
"42948",160197,"High School"
"42949",486,"Bachelor"
"42950",160197,"Junior College"
"42951",26754,"High School"
"42952",18241,"High School"
"42953",5351,"Lt High School"
"42954",80261,"High School"
"42955",36482,"Graduate"
"42957",8756,"Lt High School"
"42958",23105,"High School"
"42959",26754,"Lt High School"
"42960",31618,"High School"
"42961",20673,"Bachelor"
"42962",36482,"Bachelor"
"42963",31618,"Bachelor"
"42964",43779,"High School"
"42965",43779,"High School"
"42966",18241,"Lt High School"
"42967",23105,"High School"
"42968",53507,"High School"
"42969",43779,"High School"
"42970",53507,"Graduate"
"42971",97286,"High School"
"42972",31618,"High School"
"42973",31618,"Graduate"
"42975",80261,"High School"
"42976",65668,"Junior College"
"42977",65668,"High School"
"42978",65668,"High School"
"42979",26754,"Bachelor"
"42980",13377,"High School"
"42981",53507,"Junior College"
"42982",65668,"High School"
"42983",43779,"Bachelor"
"42984",65668,"High School"
"42985",53507,"High School"
"42986",53507,"High School"
"42987",31618,"High School"
"42988",26754,"High School"
"42990",36482,"High School"
"42991",53507,"High School"
"42993",43779,"Graduate"
"42994",80261,"Graduate"
"42996",160197,"Graduate"
"42997",97286,"Bachelor"
"42998",20673,"High School"
"42999",65668,"Bachelor"
"43000",43779,"High School"
"43001",31618,"High School"
"43002",8756,"Lt High School"
"43003",15809,"High School"
"43004",43779,"High School"
"43005",26754,"High School"
"43006",26754,"Lt High School"
"43007",6324,"High School"
"43008",97286,"Bachelor"
"43009",13377,"High School"
"43010",1946,"High School"
"43011",53507,"High School"
"43012",18241,"High School"
"43013",80261,"Graduate"
"43015",160197,"Graduate"
"43016",36482,"Bachelor"
"43017",20673,"High School"
"43018",31618,"Lt High School"
"43019",43779,"High School"
"43020",10945,"High School"
"43021",43779,"High School"
"43022",65668,"High School"
"43023",31618,"High School"
"43024",10945,"High School"
"43025",31618,"Bachelor"
"43026",486,"High School"
"43027",43779,"High School"
"43028",31618,"Graduate"
"43029",53507,"Graduate"
"43030",5351,"High School"
"43031",15809,"Lt High School"
"43032",18241,"High School"
"43033",43779,"High School"
"43034",10945,"High School"
"43035",18241,"Lt High School"
"43036",13377,"High School"
"43037",6324,"Lt High School"
"43038",26754,"High School"
"43039",8756,"High School"
"43040",6324,"Lt High School"
"43041",53507,"Lt High School"
"43042",13377,"Lt High School"
"43043",15809,"High School"
"43044",15809,"High School"
"43045",20673,"High School"
"43046",15809,"Lt High School"
"43047",97286,"Graduate"
"43048",8756,"Lt High School"
"43049",10945,"Lt High School"
"43050",8756,"Lt High School"
"43051",31618,"High School"
"43052",31618,"Bachelor"
"43053",31618,"Lt High School"
"43054",15809,"Lt High School"
"43055",36482,"High School"
"43056",23105,"Lt High School"
"43057",26754,"High School"
"43058",80261,"Lt High School"
"43059",13377,"Lt High School"
"43060",3405,"Lt High School"
"43061",43779,"High School"
"43062",80261,"Bachelor"
"43063",20673,"High School"
"43064",18241,"High School"
"43066",65668,"High School"
"43067",31618,"High School"
"43068",20673,"Lt High School"
"43069",31618,"High School"
"43071",97286,"High School"
"43072",80261,"High School"
"43073",65668,"Graduate"
"43075",43779,"High School"
"43076",65668,"High School"
"43077",53507,"High School"
"43078",65668,"Bachelor"
"43079",80261,"Junior College"
"43080",53507,"High School"
"43081",15809,"High School"
"43082",53507,"High School"
"43083",65668,"High School"
"43084",53507,"High School"
"43085",80261,"High School"
"43086",65668,"High School"
"43087",53507,"Junior College"
"43088",65668,"High School"
"43089",80261,"Lt High School"
"43090",65668,"High School"
"43091",20673,"High School"
"43092",23105,"High School"
"43093",4378,"High School"
"43095",15809,"High School"
"43096",15809,"Lt High School"
"43097",43779,"High School"
"43099",97286,"High School"
"43100",26754,"High School"
"43101",18241,"Junior College"
"43103",10945,"High School"
"43104",53507,"High School"
"43106",36482,"High School"
"43107",26754,"Junior College"
"43108",26754,"Lt High School"
"43109",80261,"Bachelor"
"43110",53507,"High School"
"43111",36482,"Junior College"
"43112",36482,"High School"
"43114",31618,"High School"
"43115",13377,"Lt High School"
"43116",160197,"High School"
"43117",97286,"High School"
"43118",1946,"High School"
"43119",18241,"High School"
"43121",31618,"Lt High School"
"43123",53507,"High School"
"43125",486,"High School"
"43126",20673,"High School"
"43127",65668,"High School"
"43128",43779,"High School"
"43129",5351,"Lt High School"
"43130",43779,"Bachelor"
"43131",36482,"Bachelor"
"43132",65668,"Lt High School"
"43133",65668,"Junior College"
"43134",26754,"High School"
"43135",486,"High School"
"43136",8756,"Lt High School"
"43137",6324,"High School"
"43138",65668,"Bachelor"
"43139",36482,"Lt High School"
"43140",26754,"Bachelor"
"43141",13377,"High School"
"43142",53507,"Bachelor"
"43143",80261,"Lt High School"
"43145",43779,"High School"
"43146",15809,"High School"
"43147",7296,"Lt High School"
"43148",36482,"Bachelor"
"43149",53507,"High School"
"43150",26754,"High School"
"43151",8756,"Junior College"
"43152",53507,"Lt High School"
"43153",43779,"High School"
"43154",23105,"High School"
"43156",15809,"High School"
"43158",13377,"High School"
"43159",26754,"Bachelor"
"43160",36482,"Bachelor"
"43161",31618,"Lt High School"
"43162",53507,"High School"
"43163",31618,"High School"
"43165",20673,"High School"
"43166",53507,"High School"
"43167",43779,"Graduate"
"43168",486,"Lt High School"
"43169",15809,"High School"
"43170",31618,"Lt High School"
"43171",8756,"High School"
"43172",3405,"High School"
"43174",36482,"High School"
"43175",26754,"High School"
"43176",53507,"High School"
"43177",20673,"Junior College"
"43178",31618,"High School"
"43179",36482,"High School"
"43181",43779,"High School"
"43182",13377,"Lt High School"
"43183",18241,"Lt High School"
"43184",1946,"Lt High School"
"43185",31618,"High School"
"43187",31618,"High School"
"43188",13377,"High School"
"43189",8756,"High School"
"43190",31618,"High School"
"43191",10945,"High School"
"43192",23105,"High School"
"43193",15809,"Lt High School"
"43194",13377,"Lt High School"
"43195",80261,"Junior College"
"43197",80261,"Bachelor"
"43198",97286,"Bachelor"
"43199",486,"High School"
"43200",160197,"Bachelor"
"43201",80261,"High School"
"43202",160197,"High School"
"43203",65668,"High School"
"43204",43779,"High School"
"43205",160197,"Bachelor"
"43206",80261,"High School"
"43207",160197,"High School"
"43208",97286,"High School"
"43209",13377,"High School"
"43210",26754,"High School"
"43211",20673,"High School"
"43212",20673,"Lt High School"
"43214",18241,"Lt High School"
"43215",10945,"High School"
"43216",5351,"Lt High School"
"43217",18241,"High School"
"43218",65668,"Bachelor"
"43219",31618,"Junior College"
"43220",31618,"High School"
"43221",36482,"Bachelor"
"43222",10945,"High School"
"43223",26754,"Junior College"
"43224",160197,"Graduate"
"43225",31618,"Bachelor"
"43226",31618,"High School"
"43227",36482,"Bachelor"
"43228",43779,"Bachelor"
"43231",36482,"Junior College"
"43233",43779,"Lt High School"
"43235",7296,"High School"
"43236",13377,"High School"
"43237",36482,"Bachelor"
"43240",31618,"High School"
"43241",80261,"High School"
"43242",43779,"Bachelor"
"43243",36482,"High School"
"43244",31618,"Junior College"
"43245",31618,"High School"
"43246",20673,"High School"
"43248",65668,"High School"
"43249",43779,"High School"
"43250",65668,"Bachelor"
"43251",36482,"Junior College"
"43252",15809,"Bachelor"
"43254",36482,"High School"
"43255",36482,"High School"
"43256",5351,"High School"
"43257",23105,"High School"
"43258",160197,"High School"
"43259",53507,"High School"
"43260",31618,"High School"
"43262",43779,"Junior College"
"43263",13377,"High School"
"43264",20673,"Bachelor"
"43265",43779,"Graduate"
"43266",23105,"High School"
"43267",80261,"Junior College"
"43268",80261,"High School"
"43269",36482,"High School"
"43270",65668,"High School"
"43271",26754,"Bachelor"
"43272",160197,"Bachelor"
"43273",7296,"High School"
"43274",31618,"High School"
"43275",53507,"High School"
"43276",36482,"High School"
"43277",53507,"Lt High School"
"43278",15809,"High School"
"43279",43779,"High School"
"43280",65668,"High School"
"43281",31618,"Lt High School"
"43282",18241,"High School"
"43283",43779,"High School"
"43284",10945,"High School"
"43285",65668,"High School"
"43286",160197,"High School"
"43287",80261,"High School"
"43288",43779,"Graduate"
"43289",80261,"High School"
"43290",20673,"High School"
"43291",23105,"High School"
"43292",18241,"Lt High School"
"43293",43779,"Junior College"
"43294",18241,"Graduate"
"43295",15809,"High School"
"43296",18241,"Graduate"
"43297",31618,"Graduate"
"43298",53507,"Lt High School"
"43299",97286,"Junior College"
"43300",13377,"High School"
"43301",80261,"Lt High School"
"43302",23105,"High School"
"43303",10945,"High School"
"43304",13377,"Lt High School"
"43305",36482,"Bachelor"
"43307",36482,"High School"
"43308",486,"High School"
"43309",65668,"Bachelor"
"43310",80261,"High School"
"43311",31618,"High School"
"43312",23105,"Lt High School"
"43313",23105,"Lt High School"
"43314",160197,"High School"
"43315",65668,"High School"
"43317",18241,"High School"
"43318",8756,"High School"
"43319",18241,"High School"
"43320",80261,"Lt High School"
"43321",43779,"High School"
"43322",15809,"High School"
"43323",31618,"High School"
"43324",36482,"Graduate"
"43326",13377,"High School"
"43327",15809,"High School"
"43328",36482,"High School"
"43329",20673,"Junior College"
"43330",53507,"High School"
"43331",26754,"High School"
"43332",26754,"High School"
"43333",26754,"High School"
"43334",65668,"High School"
"43335",13377,"High School"
"43337",23105,"High School"
"43338",80261,"Bachelor"
"43339",53507,"Graduate"
"43340",31618,"High School"
"43341",80261,"High School"
"43342",31618,"High School"
"43343",20673,"High School"
"43344",23105,"High School"
"43345",31618,"Graduate"
"43346",53507,"High School"
"43347",65668,"High School"
"43350",5351,"High School"
"43352",7296,"High School"
"43353",4378,"High School"
"43356",43779,"High School"
"43357",10945,"Lt High School"
"43358",15809,"High School"
"43359",26754,"Lt High School"
"43360",31618,"High School"
"43362",7296,"Lt High School"
"43363",15809,"High School"
"43365",7296,"High School"
"43366",53507,"High School"
"43367",97286,"Graduate"
"43369",20673,"High School"
"43370",65668,"High School"
"43372",65668,"High School"
"43373",160197,"Bachelor"
"43374",80261,"Bachelor"
"43375",65668,"Junior College"
"43376",65668,"Junior College"
"43377",80261,"High School"
"43378",97286,"Bachelor"
"43379",80261,"High School"
"43380",160197,"Junior College"
"43381",31618,"High School"
"43382",97286,"Bachelor"
"43383",160197,"High School"
"43384",65668,"High School"
"43385",80261,"High School"
"43386",97286,"High School"
"43387",65668,"High School"
"43388",160197,"Graduate"
"43389",160197,"Bachelor"
"43390",160197,"High School"
"43391",97286,"High School"
"43392",160197,"High School"
"43393",80261,"Graduate"
"43394",36482,"Lt High School"
"43395",53507,"Lt High School"
"43396",10945,"High School"
"43397",36482,"High School"
"43398",80261,"Lt High School"
"43399",26754,"Junior College"
"43400",36482,"Lt High School"
"43402",23105,"High School"
"43403",7296,"Lt High School"
"43404",160197,"Bachelor"
"43405",10945,"High School"
"43406",97286,"High School"
"43407",10945,"Lt High School"
"43408",8756,"High School"
"43409",3405,"Lt High School"
"43410",20673,"High School"
"43411",10945,"High School"
"43412",43779,"High School"
"43413",31618,"High School"
"43414",10945,"High School"
"43415",18241,"Lt High School"
"43416",65668,"Junior College"
"43417",65668,"Graduate"
"43418",160197,"Graduate"
"43419",97286,"Lt High School"
"43420",65668,"Bachelor"
"43421",15809,"High School"
"43423",15809,"Lt High School"
"43424",65668,"High School"
"43425",53507,"High School"
"43426",53507,"High School"
"43428",7296,"Lt High School"
"43429",486,"High School"
"43430",6324,"Lt High School"
"43431",31618,"High School"
"43433",65668,"High School"
"43434",26754,"High School"
"43436",43779,"High School"
"43438",53507,"High School"
"43441",53507,"High School"
"43443",43779,"High School"
"43444",65668,"Bachelor"
"43445",43779,"High School"
"43446",43779,"High School"
"43447",26754,"Lt High School"
"43449",43779,"Lt High School"
"43450",20673,"High School"
"43452",15809,"Lt High School"
"43453",43779,"High School"
"43454",18241,"Lt High School"
"43455",18241,"High School"
"43456",15809,"Lt High School"
"43459",53507,"High School"
"43460",31618,"High School"
"43461",80261,"High School"
"43463",20673,"High School"
"43464",10945,"High School"
"43465",80261,"Bachelor"
"43466",10945,"High School"
"43467",80261,"High School"
"43468",160197,"Bachelor"
"43469",18241,"Junior College"
"43470",160197,"Bachelor"
"43471",160197,"High School"
"43472",80261,"High School"
"43473",43779,"High School"
"43474",15809,"Graduate"
"43475",26754,"High School"
"43476",160197,"Bachelor"
"43477",43779,"Bachelor"
"43478",53507,"Graduate"
"43479",160197,"Bachelor"
"43481",160197,"High School"
"43482",8756,"High School"
"43483",80261,"Bachelor"
"43485",26754,"High School"
"43486",31618,"Lt High School"
"43490",18241,"High School"
"43491",53507,"High School"
"43492",53507,"High School"
"43493",26754,"High School"
"43497",10945,"Lt High School"
"43498",65668,"Junior College"
"43499",53507,"Graduate"
"43500",26754,"High School"
"43501",97286,"High School"
"43502",65668,"Bachelor"
"43503",160197,"High School"
